n_diff	tot_bins	prop_diff	index_cell	comp_cell
2100	6180	0.33980582524271846	AT23998-A138956A-R08-C36	AT23998-A138956A-R10-C21
1896	6167	0.30744284092751745	AT23998-A138956A-R08-C36	AT23998-A138956A-R10-C27
1639	6159	0.266114628998214	AT23998-A138956A-R08-C36	AT23998-A138956A-R10-C33
1789	6177	0.28962279423668447	AT23998-A138956A-R08-C36	AT23998-A138956A-R10-C51
2217	6176	0.358970207253886	AT23998-A138956A-R08-C36	AT23998-A138956A-R11-C09
5173	6176	0.8375971502590673	AT23998-A138956A-R08-C36	AT23998-A138956A-R11-C39
1520	6176	0.24611398963730569	AT23998-A138956A-R08-C36	AT23998-A138956A-R12-C48
2416	6146	0.3931012040351448	AT23998-A138956A-R08-C36	AT23998-A138956A-R12-C49
2025	6148	0.3293754066363045	AT23998-A138956A-R08-C36	AT23998-A138956A-R13-C25
1598	6151	0.2597951552593074	AT23998-A138956A-R08-C36	AT23998-A138956A-R13-C37
5381	6153	0.8745327482528847	AT23998-A138956A-R08-C36	AT23998-A138956A-R13-C52
2417	6130	0.3942903752039152	AT23998-A138956A-R08-C36	AT23998-A138956A-R14-C12
3747	6190	0.6053311793214863	AT23998-A138956A-R08-C36	AT23998-A138956A-R14-C30
2178	6179	0.3524842207476938	AT23998-A138956A-R08-C36	AT23998-A138956A-R14-C38
2251	6178	0.36435739721592747	AT23998-A138956A-R08-C36	AT23998-A138956A-R14-C57
1965	6160	0.3189935064935065	AT23998-A138956A-R08-C36	AT23998-A138956A-R14-C65
1423	6161	0.2309689985391982	AT23998-A138956A-R08-C36	AT23998-A138956A-R15-C09
2559	6171	0.4146815751093826	AT23998-A138956A-R08-C36	AT23998-A138956A-R15-C10
5199	6183	0.8408539543910722	AT23998-A138956A-R08-C36	AT23998-A138956A-R15-C39
2266	6164	0.3676184295911746	AT23998-A138956A-R08-C36	AT23998-A138956A-R16-C13
2209	6161	0.35854569063463726	AT23998-A138956A-R08-C39	AT23998-A138956A-R08-C41
2510	6175	0.4064777327935223	AT23998-A138956A-R08-C39	AT23998-A138956A-R08-C60
1525	6159	0.24760513070303622	AT23998-A138956A-R08-C39	AT23998-A138956A-R08-C62
2455	6160	0.398538961038961	AT23998-A138956A-R08-C39	AT23998-A138956A-R08-C64
2003	6163	0.32500405646600683	AT23998-A138956A-R08-C39	AT23998-A138956A-R09-C17
1377	6149	0.2239388518458286	AT23998-A138956A-R08-C39	AT23998-A138956A-R09-C18
2979	6167	0.4830549700016215	AT23998-A138956A-R08-C39	AT23998-A138956A-R09-C57
2163	6162	0.3510223953261928	AT23998-A138956A-R08-C39	AT23998-A138956A-R09-C63
2629	5972	0.4402210314802411	AT23998-A138956A-R08-C39	AT23998-A138956A-R09-C66
1853	6162	0.30071405387861083	AT23998-A138956A-R08-C39	AT23998-A138956A-R10-C13
2735	6157	0.4442098424557414	AT23998-A138956A-R08-C39	AT23998-A138956A-R10-C21
1614	6142	0.26278085314229893	AT23998-A138956A-R08-C39	AT23998-A138956A-R10-C27
1698	6167	0.2753364682990109	AT23998-A138956A-R08-C39	AT23998-A138956A-R10-C33
1721	6154	0.2796555086122847	AT23998-A138956A-R08-C39	AT23998-A138956A-R10-C51
2497	6158	0.40548879506333224	AT23998-A138956A-R08-C39	AT23998-A138956A-R11-C09
5236	6184	0.8467011642949547	AT23998-A138956A-R08-C39	AT23998-A138956A-R11-C39
1858	6163	0.3014765536264806	AT23998-A138956A-R08-C39	AT23998-A138956A-R12-C48
2286	6113	0.37395714052020285	AT23998-A138956A-R08-C39	AT23998-A138956A-R12-C49
2001	6144	0.32568359375	AT23998-A138956A-R08-C39	AT23998-A138956A-R13-C25
1987	6178	0.32162512139851085	AT23998-A138956A-R08-C39	AT23998-A138956A-R13-C37
4908	6092	0.8056467498358503	AT23998-A138956A-R08-C39	AT23998-A138956A-R13-C52
2457	6143	0.3999674426176135	AT23998-A138956A-R08-C39	AT23998-A138956A-R14-C12
3592	6181	0.5811357385536321	AT23998-A138956A-R08-C39	AT23998-A138956A-R14-C30
2303	6146	0.37471526195899774	AT23998-A138956A-R08-C39	AT23998-A138956A-R14-C38
2065	6160	0.3352272727272727	AT23998-A138956A-R08-C39	AT23998-A138956A-R14-C57
2024	6157	0.32873152509338965	AT23998-A138956A-R08-C39	AT23998-A138956A-R14-C65
1636	6159	0.2656275369378146	AT23998-A138956A-R08-C39	AT23998-A138956A-R15-C09
2464	6163	0.3998052896316729	AT23998-A138956A-R08-C39	AT23998-A138956A-R15-C10
4960	6174	0.8033689666342727	AT23998-A138956A-R08-C39	AT23998-A138956A-R15-C39
2243	6156	0.3643599740090968	AT23998-A138956A-R08-C39	AT23998-A138956A-R16-C13
2627	6154	0.426876828079298	AT23998-A138956A-R08-C41	AT23998-A138956A-R08-C60
1662	6146	0.27041978522616333	AT23998-A138956A-R08-C41	AT23998-A138956A-R08-C62
2621	6160	0.42548701298701297	AT23998-A138956A-R08-C41	AT23998-A138956A-R08-C64
970	6161	0.15744197370556728	AT23998-A138956A-R08-C41	AT23998-A138956A-R09-C17
1513	6172	0.2451393389500972	AT23998-A138956A-R08-C41	AT23998-A138956A-R09-C18
2947	6152	0.47903120936280885	AT23998-A138956A-R08-C41	AT23998-A138956A-R09-C57
781	6152	0.12695058517555266	AT23998-A138956A-R08-C41	AT23998-A138956A-R09-C63
2639	6026	0.4379356123464985	AT23998-A138956A-R08-C41	AT23998-A138956A-R09-C66
1472	6160	0.23896103896103896	AT23998-A138956A-R08-C41	AT23998-A138956A-R10-C13
2062	6154	0.3350666233344166	AT23998-A138956A-R08-C41	AT23998-A138956A-R10-C21
1759	6145	0.2862489829129373	AT23998-A138956A-R08-C41	AT23998-A138956A-R10-C27
2038	6163	0.33068310887554764	AT23998-A138956A-R08-C41	AT23998-A138956A-R10-C33
1844	6161	0.2993020613536764	AT23998-A138956A-R08-C41	AT23998-A138956A-R10-C51
1340	6167	0.21728555213231718	AT23998-A138956A-R08-C41	AT23998-A138956A-R11-C09
5202	6168	0.8433852140077821	AT23998-A138956A-R08-C41	AT23998-A138956A-R11-C39
1880	6167	0.3048483865736987	AT23998-A138956A-R08-C41	AT23998-A138956A-R12-C48
981	6156	0.15935672514619884	AT23998-A138956A-R08-C41	AT23998-A138956A-R12-C49
737	6153	0.11977896960832114	AT23998-A138956A-R08-C41	AT23998-A138956A-R13-C25
2204	6171	0.3571544320207422	AT23998-A138956A-R08-C41	AT23998-A138956A-R13-C37
4921	6122	0.8038222803005554	AT23998-A138956A-R08-C41	AT23998-A138956A-R13-C52
1586	6130	0.25872756933115826	AT23998-A138956A-R08-C41	AT23998-A138956A-R14-C12
4183	6184	0.6764230271668823	AT23998-A138956A-R08-C41	AT23998-A138956A-R14-C30
1081	6126	0.17646098596147566	AT23998-A138956A-R08-C41	AT23998-A138956A-R14-C38
874	6146	0.14220631304913764	AT23998-A138956A-R08-C41	AT23998-A138956A-R14-C57
1123	6133	0.1831077775966085	AT23998-A138956A-R08-C41	AT23998-A138956A-R14-C65
2183	6150	0.35495934959349595	AT23998-A138956A-R08-C41	AT23998-A138956A-R15-C09
1487	6152	0.24171001300390116	AT23998-A138956A-R08-C41	AT23998-A138956A-R15-C10
5311	6165	0.8614760746147607	AT23998-A138956A-R08-C41	AT23998-A138956A-R15-C39
1019	6145	0.1658258746948739	AT23998-A138956A-R08-C41	AT23998-A138956A-R16-C13
2420	6152	0.3933680104031209	AT23998-A138956A-R08-C60	AT23998-A138956A-R08-C62
3287	6167	0.5329982163126318	AT23998-A138956A-R08-C60	AT23998-A138956A-R08-C64
2289	6159	0.37165124208475403	AT23998-A138956A-R08-C60	AT23998-A138956A-R09-C17
2277	6158	0.36976291003572587	AT23998-A138956A-R08-C60	AT23998-A138956A-R09-C18
3542	6163	0.5747201038455297	AT23998-A138956A-R08-C60	AT23998-A138956A-R09-C57
2262	6149	0.3678646934460888	AT23998-A138956A-R08-C60	AT23998-A138956A-R09-C63
3275	5964	0.5491281019450034	AT23998-A138956A-R08-C60	AT23998-A138956A-R09-C66
2514	6184	0.40653298835705043	AT23998-A138956A-R08-C60	AT23998-A138956A-R10-C13
3204	6172	0.5191186001296176	AT23998-A138956A-R08-C60	AT23998-A138956A-R10-C21
2184	6149	0.35517970401691334	AT23998-A138956A-R08-C60	AT23998-A138956A-R10-C27
2387	6185	0.3859337105901374	AT23998-A138956A-R08-C60	AT23998-A138956A-R10-C33
2313	6174	0.3746355685131195	AT23998-A138956A-R08-C60	AT23998-A138956A-R10-C51
2948	6165	0.4781832927818329	AT23998-A138956A-R08-C60	AT23998-A138956A-R11-C09
5293	6177	0.8568884571798607	AT23998-A138956A-R08-C60	AT23998-A138956A-R11-C39
2690	6172	0.4358392741412832	AT23998-A138956A-R08-C60	AT23998-A138956A-R12-C48
2890	6127	0.4716827158478864	AT23998-A138956A-R08-C60	AT23998-A138956A-R12-C49
2387	6160	0.3875	AT23998-A138956A-R08-C60	AT23998-A138956A-R13-C25
3133	6187	0.5063843542912558	AT23998-A138956A-R08-C60	AT23998-A138956A-R13-C37
5192	6124	0.8478118876551274	AT23998-A138956A-R08-C60	AT23998-A138956A-R13-C52
3203	6145	0.5212367778681856	AT23998-A138956A-R08-C60	AT23998-A138956A-R14-C12
4101	6183	0.66327025715672006	AT23998-A138956A-R08-C60	AT23998-A138956A-R14-C30
2917	6170	0.47277147487844406	AT23998-A138956A-R08-C60	AT23998-A138956A-R14-C38
2575	6147	0.4189035301773223	AT23998-A138956A-R08-C60	AT23998-A138956A-R14-C57
2463	6160	0.3998376623376623	AT23998-A138956A-R08-C60	AT23998-A138956A-R14-C65
2119	6157	0.3441611174273185	AT23998-A138956A-R08-C60	AT23998-A138956A-R15-C09
2685	6164	0.43559377027903956	AT23998-A138956A-R08-C60	AT23998-A138956A-R15-C10
5257	6185	0.8499595796281326	AT23998-A138956A-R08-C60	AT23998-A138956A-R15-C39
2563	6148	0.41688353936239425	AT23998-A138956A-R08-C60	AT23998-A138956A-R16-C13
2638	6137	0.4298517190809842	AT23998-A138956A-R08-C62	AT23998-A138956A-R08-C64
1534	6128	0.25032637075718017	AT23998-A138956A-R08-C62	AT23998-A138956A-R09-C17
718	6150	0.1167479674796748	AT23998-A138956A-R08-C62	AT23998-A138956A-R09-C18
2128	6149	0.34607253211904376	AT23998-A138956A-R08-C62	AT23998-A138956A-R09-C57
1703	6138	0.2774519387422613	AT23998-A138956A-R08-C62	AT23998-A138956A-R09-C63
1959	5949	0.3292990418557741	AT23998-A138956A-R08-C62	AT23998-A138956A-R09-C66
1616	6154	0.26259343516412087	AT23998-A138956A-R08-C62	AT23998-A138956A-R10-C13
2297	6155	0.37319252640129974	AT23998-A138956A-R08-C62	AT23998-A138956A-R10-C21
1045	6138	0.17025089605734767	AT23998-A138956A-R08-C62	AT23998-A138956A-R10-C27
1400	6141	0.22797589969060414	AT23998-A138956A-R08-C62	AT23998-A138956A-R10-C33
1364	6154	0.2216444588885278	AT23998-A138956A-R08-C62	AT23998-A138956A-R10-C51
1696	6138	0.27631150211795374	AT23998-A138956A-R08-C62	AT23998-A138956A-R11-C09
5068	6180	0.8200647249190939	AT23998-A138956A-R08-C62	AT23998-A138956A-R11-C39
1043	6149	0.16962107659782077	AT23998-A138956A-R08-C62	AT23998-A138956A-R12-C48
2006	6129	0.32729645945504976	AT23998-A138956A-R08-C62	AT23998-A138956A-R12-C49
1418	6137	0.23105751996089294	AT23998-A138956A-R08-C62	AT23998-A138956A-R13-C25
1516	6171	0.24566520823205315	AT23998-A138956A-R08-C62	AT23998-A138956A-R13-C37
5132	6128	0.837467362924282	AT23998-A138956A-R08-C62	AT23998-A138956A-R13-C52
2064	6120	0.33725490196078434	AT23998-A138956A-R08-C62	AT23998-A138956A-R14-C12
3662	6173	0.5932285760570225	AT23998-A138956A-R08-C62	AT23998-A138956A-R14-C30
1664	6159	0.27017372950154245	AT23998-A138956A-R08-C62	AT23998-A138956A-R14-C38
1652	6153	0.2684869169510808	AT23998-A138956A-R08-C62	AT23998-A138956A-R14-C57
1408	6139	0.229353314872129	AT23998-A138956A-R08-C62	AT23998-A138956A-R14-C65
1055	6133	0.17202021849013532	AT23998-A138956A-R08-C62	AT23998-A138956A-R15-C09
1952	6136	0.318122555410691	AT23998-A138956A-R08-C62	AT23998-A138956A-R15-C10
5109	6171	0.8279047156052504	AT23998-A138956A-R08-C62	AT23998-A138956A-R15-C39
1733	6136	0.2824315514993481	AT23998-A138956A-R08-C62	AT23998-A138956A-R16-C13
2485	6124	0.4057805355976486	AT23998-A138956A-R08-C64	AT23998-A138956A-R09-C17
2399	6163	0.38925847801395425	AT23998-A138956A-R08-C64	AT23998-A138956A-R09-C18
3339	6139	0.5438996579247435	AT23998-A138956A-R08-C64	AT23998-A138956A-R09-C57
2554	6148	0.41541964866623293	AT23998-A138956A-R08-C64	AT23998-A138956A-R09-C63
3183	5978	0.5324523251923721	AT23998-A138956A-R08-C64	AT23998-A138956A-R09-C66
2726	6155	0.4428919577579204	AT23998-A138956A-R08-C64	AT23998-A138956A-R10-C13
2810	6161	0.45609478980684953	AT23998-A138956A-R08-C64	AT23998-A138956A-R10-C21
2648	6151	0.43049910583644935	AT23998-A138956A-R08-C64	AT23998-A138956A-R10-C27
2396	6163	0.38877170209313644	AT23998-A138956A-R08-C64	AT23998-A138956A-R10-C33
2690	6170	0.4359805510534846	AT23998-A138956A-R08-C64	AT23998-A138956A-R10-C51
2582	6152	0.41970091027308193	AT23998-A138956A-R08-C64	AT23998-A138956A-R11-C09
5576	6183	0.9018275917839237	AT23998-A138956A-R08-C64	AT23998-A138956A-R11-C39
2830	6162	0.45926647192469977	AT23998-A138956A-R08-C64	AT23998-A138956A-R12-C48
2648	6126	0.43225595821090435	AT23998-A138956A-R08-C64	AT23998-A138956A-R12-C49
2486	6152	0.4040962288686606	AT23998-A138956A-R08-C64	AT23998-A138956A-R13-C25
2907	6170	0.47115072933549434	AT23998-A138956A-R08-C64	AT23998-A138956A-R13-C37
5254	6129	0.8572360907162669	AT23998-A138956A-R08-C64	AT23998-A138956A-R13-C52
2613	6131	0.4261947480019573	AT23998-A138956A-R08-C64	AT23998-A138956A-R14-C12
3820	6179	0.6182230134325942	AT23998-A138956A-R08-C64	AT23998-A138956A-R14-C30
2370	6145	0.3856794141578519	AT23998-A138956A-R08-C64	AT23998-A138956A-R14-C38
2413	6148	0.3924853610930384	AT23998-A138956A-R08-C64	AT23998-A138956A-R14-C57
2171	6149	0.35306553911205074	AT23998-A138956A-R08-C64	AT23998-A138956A-R14-C65
2791	6143	0.4543382712029953	AT23998-A138956A-R08-C64	AT23998-A138956A-R15-C09
2712	6152	0.4408322496749025	AT23998-A138956A-R08-C64	AT23998-A138956A-R15-C10
5096	6176	0.8251295336787565	AT23998-A138956A-R08-C64	AT23998-A138956A-R15-C39
2371	6145	0.3858421480878763	AT23998-A138956A-R08-C64	AT23998-A138956A-R16-C13
1341	6145	0.21822620016273392	AT23998-A138956A-R09-C17	AT23998-A138956A-R09-C18
2594	6149	0.42185721255488695	AT23998-A138956A-R09-C17	AT23998-A138956A-R09-C57
605	6146	0.0984380084607875	AT23998-A138956A-R09-C17	AT23998-A138956A-R09-C63
2645	5984	0.4420120320855615	AT23998-A138956A-R09-C17	AT23998-A138956A-R09-C66
1602	6166	0.25981187155368146	AT23998-A138956A-R09-C17	AT23998-A138956A-R10-C13
2015	6166	0.326792085630879	AT23998-A138956A-R09-C17	AT23998-A138956A-R10-C21
1730	6152	0.2812093628088427	AT23998-A138956A-R09-C17	AT23998-A138956A-R10-C27
1737	6170	0.28152350081037275	AT23998-A138956A-R09-C17	AT23998-A138956A-R10-C33
1674	6146	0.272372274650179	AT23998-A138956A-R09-C17	AT23998-A138956A-R10-C51
1255	6159	0.20376684526708883	AT23998-A138956A-R09-C17	AT23998-A138956A-R11-C09
5276	6170	0.8551053484602917	AT23998-A138956A-R09-C17	AT23998-A138956A-R11-C39
1655	6153	0.26897448399154883	AT23998-A138956A-R09-C17	AT23998-A138956A-R12-C48
1137	6121	0.18575396177095246	AT23998-A138956A-R09-C17	AT23998-A138956A-R12-C49
930	6144	0.1513671875	AT23998-A138956A-R09-C17	AT23998-A138956A-R13-C25
1975	6162	0.32051282051282054	AT23998-A138956A-R09-C17	AT23998-A138956A-R13-C37
5048	6113	0.8257811221985931	AT23998-A138956A-R09-C17	AT23998-A138956A-R13-C52
1551	6122	0.2533485788957857	AT23998-A138956A-R09-C17	AT23998-A138956A-R14-C12
4121	6186	0.6661817006142904	AT23998-A138956A-R09-C17	AT23998-A138956A-R14-C30
1239	6148	0.20152895250487965	AT23998-A138956A-R09-C17	AT23998-A138956A-R14-C38
869	6135	0.14164629176854115	AT23998-A138956A-R09-C17	AT23998-A138956A-R14-C57
1073	6114	0.1754988550866863	AT23998-A138956A-R09-C17	AT23998-A138956A-R14-C65
1708	6134	0.2784479947831757	AT23998-A138956A-R09-C17	AT23998-A138956A-R15-C09
1530	6141	0.24914509037616023	AT23998-A138956A-R09-C17	AT23998-A138956A-R15-C10
5242	6179	0.8483573393753034	AT23998-A138956A-R09-C17	AT23998-A138956A-R15-C39
797	6119	0.1302500408563491	AT23998-A138956A-R09-C17	AT23998-A138956A-R16-C13
2209	6160	0.3586038961038961	AT23998-A138956A-R09-C18	AT23998-A138956A-R09-C57
1476	6162	0.2395326192794547	AT23998-A138956A-R09-C18	AT23998-A138956A-R09-C63
2091	5980	0.3496655518394649	AT23998-A138956A-R09-C18	AT23998-A138956A-R09-C66
1460	6162	0.23693605972086984	AT23998-A138956A-R09-C18	AT23998-A138956A-R10-C13
2140	6164	0.34717715768981183	AT23998-A138956A-R09-C18	AT23998-A138956A-R10-C21
950	6147	0.15454693346347811	AT23998-A138956A-R09-C18	AT23998-A138956A-R10-C27
1216	6146	0.19785226163358283	AT23998-A138956A-R09-C18	AT23998-A138956A-R10-C33
1108	6166	0.17969510217320792	AT23998-A138956A-R09-C18	AT23998-A138956A-R10-C51
1846	6172	0.29909267660401817	AT23998-A138956A-R09-C18	AT23998-A138956A-R11-C09
5215	6187	0.8428963956683369	AT23998-A138956A-R09-C18	AT23998-A138956A-R11-C39
1178	6158	0.19129587528418318	AT23998-A138956A-R09-C18	AT23998-A138956A-R12-C48
1753	6139	0.2855513927349731	AT23998-A138956A-R09-C18	AT23998-A138956A-R12-C49
1345	6147	0.21880592158776638	AT23998-A138956A-R09-C18	AT23998-A138956A-R13-C25
1589	6171	0.2574947334305623	AT23998-A138956A-R09-C18	AT23998-A138956A-R13-C37
4968	6091	0.815629617468396	AT23998-A138956A-R09-C18	AT23998-A138956A-R13-C52
1842	6137	0.3001466514583673	AT23998-A138956A-R09-C18	AT23998-A138956A-R14-C12
3649	6192	0.5893087855297158	AT23998-A138956A-R09-C18	AT23998-A138956A-R14-C30
1820	6164	0.29526281635301754	AT23998-A138956A-R09-C18	AT23998-A138956A-R14-C38
1482	6169	0.24023342519046847	AT23998-A138956A-R09-C18	AT23998-A138956A-R14-C57
1094	6145	0.17803091944670463	AT23998-A138956A-R09-C18	AT23998-A138956A-R14-C65
1255	6156	0.203866146848603	AT23998-A138956A-R09-C18	AT23998-A138956A-R15-C09
1787	6153	0.2904274337721437	AT23998-A138956A-R09-C18	AT23998-A138956A-R15-C10
5022	6180	0.8126213592233009	AT23998-A138956A-R09-C18	AT23998-A138956A-R15-C39
1545	6165	0.25060827250608275	AT23998-A138956A-R09-C18	AT23998-A138956A-R16-C13
2512	6155	0.40812347684809097	AT23998-A138956A-R09-C57	AT23998-A138956A-R09-C63
2978	5999	0.4964160693448908	AT23998-A138956A-R09-C57	AT23998-A138956A-R09-C66
2708	6169	0.4389690387420976	AT23998-A138956A-R09-C57	AT23998-A138956A-R10-C13
2514	6168	0.4075875486381323	AT23998-A138956A-R09-C57	AT23998-A138956A-R10-C21
2369	6142	0.3857049820905243	AT23998-A138956A-R09-C57	AT23998-A138956A-R10-C27
2467	6159	0.40055203766845265	AT23998-A138956A-R09-C57	AT23998-A138956A-R10-C33
2716	6173	0.43998056050542683	AT23998-A138956A-R09-C57	AT23998-A138956A-R10-C51
2341	6158	0.38015589477102957	AT23998-A138956A-R09-C57	AT23998-A138956A-R11-C09
5374	6159	0.8725442441954863	AT23998-A138956A-R09-C57	AT23998-A138956A-R11-C39
1858	6158	0.3017213380967847	AT23998-A138956A-R09-C57	AT23998-A138956A-R12-C48
2937	6151	0.47748333604291987	AT23998-A138956A-R09-C57	AT23998-A138956A-R12-C49
2853	6170	0.46239870340356565	AT23998-A138956A-R09-C57	AT23998-A138956A-R13-C25
1692	6175	0.2740080971659919	AT23998-A138956A-R09-C57	AT23998-A138956A-R13-C37
5444	6121	0.8893971573272341	AT23998-A138956A-R09-C57	AT23998-A138956A-R13-C52
2872	6139	0.4678286365857632	AT23998-A138956A-R09-C57	AT23998-A138956A-R14-C12
4229	6149	0.6877541063587576	AT23998-A138956A-R09-C57	AT23998-A138956A-R14-C30
2667	6152	0.43351755526658	AT23998-A138956A-R09-C57	AT23998-A138956A-R14-C38
2567	6173	0.41584318807711	AT23998-A138956A-R09-C57	AT23998-A138956A-R14-C57
2330	6170	0.37763371150729336	AT23998-A138956A-R09-C57	AT23998-A138956A-R14-C65
2204	6148	0.3584905660377358	AT23998-A138956A-R09-C57	AT23998-A138956A-R15-C09
2808	6142	0.457180071637903	AT23998-A138956A-R09-C57	AT23998-A138956A-R15-C10
5369	6169	0.870319338628627	AT23998-A138956A-R09-C57	AT23998-A138956A-R15-C39
2517	6143	0.40973465733355036	AT23998-A138956A-R09-C57	AT23998-A138956A-R16-C13
2714	6015	0.4512053200332502	AT23998-A138956A-R09-C63	AT23998-A138956A-R09-C66
1501	6160	0.24366883116883117	AT23998-A138956A-R09-C63	AT23998-A138956A-R10-C13
2053	6155	0.3335499593826158	AT23998-A138956A-R09-C63	AT23998-A138956A-R10-C21
1898	6154	0.3084172895677608	AT23998-A138956A-R09-C63	AT23998-A138956A-R10-C27
1914	6173	0.3100599384416005	AT23998-A138956A-R09-C63	AT23998-A138956A-R10-C33
1641	6153	0.2666991711360312	AT23998-A138956A-R09-C63	AT23998-A138956A-R10-C51
1280	6184	0.2069857697283312	AT23998-A138956A-R09-C63	AT23998-A138956A-R11-C09
5253	6177	0.850412821758135	AT23998-A138956A-R09-C63	AT23998-A138956A-R11-C39
1797	6182	0.2906826269815594	AT23998-A138956A-R09-C63	AT23998-A138956A-R12-C48
1205	6155	0.1957757920389927	AT23998-A138956A-R09-C63	AT23998-A138956A-R12-C49
932	6157	0.15137242163391262	AT23998-A138956A-R09-C63	AT23998-A138956A-R13-C25
2071	6161	0.33614672942704105	AT23998-A138956A-R09-C63	AT23998-A138956A-R13-C37
5028	6130	0.8202283849918434	AT23998-A138956A-R09-C63	AT23998-A138956A-R13-C52
1476	6138	0.2404692082111437	AT23998-A138956A-R09-C63	AT23998-A138956A-R14-C12
4088	6190	0.6604200323101777	AT23998-A138956A-R09-C63	AT23998-A138956A-R14-C30
1448	6146	0.2356003904978848	AT23998-A138956A-R09-C63	AT23998-A138956A-R14-C38
702	6148	0.11418347430058555	AT23998-A138956A-R09-C63	AT23998-A138956A-R14-C57
1003	6129	0.16364822972752488	AT23998-A138956A-R09-C63	AT23998-A138956A-R14-C65
1990	6134	0.3244212585588523	AT23998-A138956A-R09-C63	AT23998-A138956A-R15-C09
1502	6169	0.2434754417247528	AT23998-A138956A-R09-C63	AT23998-A138956A-R15-C10
5196	6183	0.8403687530325085	AT23998-A138956A-R09-C63	AT23998-A138956A-R15-C39
793	6148	0.12898503578399478	AT23998-A138956A-R09-C63	AT23998-A138956A-R16-C13
2596	6008	0.43209054593874835	AT23998-A138956A-R09-C66	AT23998-A138956A-R10-C13
2985	5984	0.4988302139037433	AT23998-A138956A-R09-C66	AT23998-A138956A-R10-C21
2268	5976	0.3795180722891566	AT23998-A138956A-R09-C66	AT23998-A138956A-R10-C27
2489	5984	0.41594251336898397	AT23998-A138956A-R09-C66	AT23998-A138956A-R10-C33
2428	5998	0.40480160053351116	AT23998-A138956A-R09-C66	AT23998-A138956A-R10-C51
2606	5980	0.43578595317725755	AT23998-A138956A-R09-C66	AT23998-A138956A-R11-C09
4940	6108	0.8087753765553373	AT23998-A138956A-R09-C66	AT23998-A138956A-R11-C39
2111	6009	0.3513063737726743	AT23998-A138956A-R09-C66	AT23998-A138956A-R12-C48
2481	5954	0.41669465905273767	AT23998-A138956A-R09-C66	AT23998-A138956A-R12-C49
2508	5989	0.4187677408582401	AT23998-A138956A-R09-C66	AT23998-A138956A-R13-C25
2251	5970	0.3770519262981575	AT23998-A138956A-R09-C66	AT23998-A138956A-R13-C37
4895	6021	0.8129878757681448	AT23998-A138956A-R09-C66	AT23998-A138956A-R13-C52
2123	5947	0.3569867159912561	AT23998-A138956A-R09-C66	AT23998-A138956A-R14-C12
3784	6027	0.6278413804546209	AT23998-A138956A-R09-C66	AT23998-A138956A-R14-C30
2690	5975	0.4502092050209205	AT23998-A138956A-R09-C66	AT23998-A138956A-R14-C38
2622	5995	0.43736447039199333	AT23998-A138956A-R09-C66	AT23998-A138956A-R14-C57
2482	5946	0.4174234779683821	AT23998-A138956A-R09-C66	AT23998-A138956A-R14-C65
2021	5960	0.3390939597315436	AT23998-A138956A-R09-C66	AT23998-A138956A-R15-C09
2790	5962	0.4679637705467964	AT23998-A138956A-R09-C66	AT23998-A138956A-R15-C10
4985	6094	0.8180177223498523	AT23998-A138956A-R09-C66	AT23998-A138956A-R15-C39
2714	5981	0.45377027252967733	AT23998-A138956A-R09-C66	AT23998-A138956A-R16-C13
2181	6175	0.35319838056680164	AT23998-A138956A-R10-C13	AT23998-A138956A-R10-C21
1550	6138	0.25252525252525254	AT23998-A138956A-R10-C13	AT23998-A138956A-R10-C27
2136	6175	0.34591093117408905	AT23998-A138956A-R10-C13	AT23998-A138956A-R10-C33
1908	6177	0.3088878096163186	AT23998-A138956A-R10-C13	AT23998-A138956A-R10-C51
1984	6178	0.3211395273551311	AT23998-A138956A-R10-C13	AT23998-A138956A-R11-C09
5219	6176	0.8450453367875648	AT23998-A138956A-R10-C13	AT23998-A138956A-R11-C39
1663	6171	0.269486306919462	AT23998-A138956A-R10-C13	AT23998-A138956A-R12-C48
1995	6151	0.32433750609656964	AT23998-A138956A-R10-C13	AT23998-A138956A-R12-C49
1270	6157	0.2062692869904174	AT23998-A138956A-R10-C13	AT23998-A138956A-R13-C25
1977	6172	0.32031756318859367	AT23998-A138956A-R10-C13	AT23998-A138956A-R13-C37
5072	6111	0.8299787268859434	AT23998-A138956A-R10-C13	AT23998-A138956A-R13-C52
1849	6132	0.30153294194390085	AT23998-A138956A-R10-C13	AT23998-A138956A-R14-C12
3902	6179	0.6314937692183201	AT23998-A138956A-R10-C13	AT23998-A138956A-R14-C30
1953	6176	0.3162240932642487	AT23998-A138956A-R10-C13	AT23998-A138956A-R14-C38
1468	6153	0.23858280513570615	AT23998-A138956A-R10-C13	AT23998-A138956A-R14-C57
1563	6148	0.25422901756668836	AT23998-A138956A-R10-C13	AT23998-A138956A-R14-C65
1852	6158	0.30074699577784997	AT23998-A138956A-R10-C13	AT23998-A138956A-R15-C09
2010	6147	0.3269887750122011	AT23998-A138956A-R10-C13	AT23998-A138956A-R15-C10
5099	6171	0.826284232701345	AT23998-A138956A-R10-C13	AT23998-A138956A-R15-C39
1626	6148	0.2644762524398178	AT23998-A138956A-R10-C13	AT23998-A138956A-R16-C13
2404	6177	0.38918568884571797	AT23998-A138956A-R10-C21	AT23998-A138956A-R10-C27
2156	6175	0.3491497975708502	AT23998-A138956A-R10-C21	AT23998-A138956A-R10-C33
2376	6171	0.3850267379679144	AT23998-A138956A-R10-C21	AT23998-A138956A-R10-C51
